id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,level,house_age,dormitory_type,condition_type
8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160.0,0,2003-01-01,0,98019,47.7443,-121.977,low_level,new_house,house,regular
4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290.0,0,1981-01-01,0,98007,47.6194,-122.151,high_level,new_house,house,
9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830.0,0,1995-01-01,0,98105,47.6597,-122.29,high_level,new_house,house,regular
9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250.0,0,2008-01-01,0,98042,47.3663,-122.114,low_level,new_house,house,regular
2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420.0,0,2003-01-01,0,98042,47.3663,-122.122,low_level,new_house,house,regular
7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250.0,0,1968-01-01,0,98008,47.588,-122.116,high_level,new_house,house,
8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850.0,0,1991-01-01,0,98059,47.5059,-122.149,low_level,new_house,house,regular
5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519.0,0,1973-01-01,0,98166,47.4428,-122.344,low_level,new_house,house,good
3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720.0,0,1989-01-01,0,98004,47.5815,-122.192,high_level,new_house,house,regular
3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240.0,0,2005-01-01,0,98001,47.3378,-122.257,low_level,new_house,house,regular
5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380.0,0,2005-01-01,0,98038,47.3608,-122.036,low_level,new_house,house,regular
3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390.0,1040,1986-01-01,0,98075,47.5822,-121.987,high_level,new_house,house,
1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450.0,0,2002-01-01,0,98010,47.342,-122.025,high_level,new_house,house,regular
5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350.0,0,2003-01-01,0,98038,47.3512,-122.008,low_level,new_house,house,regular
7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900.0,0,1992-01-01,0,98038,47.349,-122.031,low_level,new_house,house,regular
4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900.0,240,1925-01-01,0,98119,47.6337,-122.365,high_level,new_house,house,regular
3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980.0,790,2006-01-01,0,98056,47.5228,-122.199,low_level,new_house,house,regular
1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610.0,0,1979-01-01,0,98056,47.518,-122.194,low_level,new_house,apartment,
3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765.0,265,2006-01-01,0,98136,47.5394,-122.387,low_level,new_house,apartment,regular
2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980.0,0,1988-01-01,0,98023,47.2897,-122.372,low_level,new_house,house,regular
5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520.0,0,2001-01-01,0,98199,47.6506,-122.391,high_level,new_house,house,
7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320.0,0,1992-01-01,0,98045,47.4838,-121.714,low_level,new_house,house,regular
7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190.0,0,1983-01-01,0,98077,47.7731,-122.08,high_level,new_house,house,
2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920.0,0,1950-01-01,2010,98004,47.5814,-122.196,high_level,new_house,house,regular
1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140.0,0,1991-01-01,0,98077,47.7304,-122.082,high_level,new_house,house,
3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030.0,0,1942-01-01,0,98052,47.6417,-122.109,low_level,new_house,house,
9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310.0,0,1984-01-01,0,98027,47.5386,-122.053,high_level,new_house,house,regular
8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520.0,710,2001-01-01,0,98001,47.3183,-122.253,low_level,new_house,house,regular
3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780.0,1600,1900-01-01,1999,98117,47.6981,-122.368,high_level,new_house,house,regular
3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910.0,0,1990-01-01,0,98052,47.6897,-122.098,high_level,new_house,house,regular
2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720.0,600,1926-01-01,0,98103,47.6763,-122.352,high_level,new_house,house,good
7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070.0,0,2004-01-01,0,98065,47.5319,-121.85,low_level,new_house,house,regular
8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390.0,620,2014-01-01,0,98029,47.5517,-121.998,low_level,new_house,house,regular
1526069017,2014-12-03,921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670.0,0,1994-01-01,0,98077,47.7421,-122.026,high_level,new_house,house,
809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370.0,180,1905-01-01,0,98109,47.6354,-122.353,high_level,new_house,house,regular
3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420.0,0,2007-01-01,0,98027,47.5262,-121.943,low_level,new_house,apartment,regular
3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360.0,0,1990-01-01,0,98103,47.6838,-122.353,low_level,new_house,house,regular
7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540.0,1640,2006-01-01,0,98006,47.562,-122.162,high_level,new_house,house,regular
6388930390,2014-11-20,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500.0,1460,1996-01-01,0,98056,47.525,-122.172,high_level,new_house,house,regular
7215720160,2015-03-04,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400.0,0,2000-01-01,0,98075,47.6012,-122.023,high_level,new_house,house,regular
1836980160,2015-03-24,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680.0,0,1999-01-01,0,98006,47.565,-122.125,high_level,new_house,house,regular
1762600070,2015-01-16,917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570.0,1310,1984-01-01,0,98033,47.6477,-122.182,high_level,new_house,house,regular
1687900520,2014-09-29,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590.0,0,1980-01-01,0,98006,47.5619,-122.125,high_level,new_house,house,
7234600798,2015-02-10,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820.0,300,2008-01-01,0,98122,47.6106,-122.31,low_level,new_house,house,regular
3830630310,2014-07-25,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670.0,0,1988-01-01,0,98030,47.3505,-122.179,low_level,new_house,house,regular
3127200041,2014-06-13,589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440.0,0,1961-01-01,0,98034,47.7044,-122.2,high_level,new_house,house,good
6661200320,2014-07-23,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050.0,0,1996-01-01,0,98038,47.3848,-122.039,low_level,new_house,apartment,regular
11510310,2014-09-05,835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140.0,990,1993-01-01,0,98052,47.6993,-122.102,high_level,new_house,house,regular
1954440060,2014-05-05,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900.0,0,1987-01-01,0,98074,47.62,-122.043,high_level,new_house,house,regular
7796450200,2014-05-15,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690.0,0,2003-01-01,0,98023,47.2779,-122.347,low_level,new_house,house,regular
3278600320,2014-07-23,465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150.0,0,2007-01-01,0,98126,47.5488,-122.372,low_level,new_house,house,regular
2824079053,2015-01-13,440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910.0,0,1997-01-01,0,98024,47.5385,-121.911,low_level,new_house,house,regular
2222059065,2014-11-12,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940.0,0,1994-01-01,0,98042,47.3777,-122.165,low_level,new_house,house,regular
9526600140,2014-09-19,677900.0,3,2.5,2440,4587,2.0,0,0,3,8,2440.0,0,2010-01-01,0,98052,47.7073,-122.114,high_level,new_house,house,regular
6300000550,2014-07-17,464000.0,6,3.0,2300,3404,2.0,0,0,3,7,1600.0,700,1920-01-01,1994,98133,47.7067,-122.343,low_level,new_house,house,regular
2310030510,2015-04-22,320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550.0,0,1993-01-01,0,98038,47.354,-122.047,low_level,new_house,house,regular
1025049114,2014-07-17,625504.0,3,2.25,1270,1566,2.0,0,0,3,8,1060.0,210,2014-01-01,0,98105,47.6647,-122.284,high_level,new_house,house,regular
4014400292,2015-01-14,465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714.0,0,2005-01-01,0,98001,47.3185,-122.275,low_level,new_house,house,regular
1102000196,2014-05-27,477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720.0,0,1978-01-01,0,98118,47.5458,-122.268,low_level,new_house,house,regular
1909600046,2014-07-03,445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250.0,0,2000-01-01,0,98146,47.5133,-122.379,low_level,new_house,house,regular
5611500140,2014-08-22,686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760.0,0,1999-01-01,0,98075,47.5836,-122.026,high_level,new_house,house,regular
626059335,2014-09-04,527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330.0,0,1987-01-01,0,98011,47.7663,-122.215,low_level,new_house,house,regular
705700390,2014-09-03,328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020.0,0,1994-01-01,0,98038,47.3828,-122.023,low_level,new_house,house,regular
7202340400,2015-03-03,516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480.0,0,2004-01-01,0,98053,47.6794,-122.034,low_level,new_house,house,regular
8096000060,2015-04-13,655000.0,2,1.75,1450,15798,2.0,1,4,3,7,1230.0,220,1915-01-01,1978,98166,47.4497,-122.375,high_level,new_house,apartment,regular
1762600320,2014-06-10,1025000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760.0,0,1983-01-01,0,98033,47.6489,-122.183,high_level,new_house,house,regular
326069104,2014-07-01,800000.0,3,3.5,3830,221284,2.0,0,0,3,10,3530.0,300,1993-01-01,0,98077,47.7641,-122.023,high_level,new_house,house,regular
8029510030,2015-02-12,363000.0,3,2.5,2740,11872,2.0,0,0,3,9,2740.0,0,1990-01-01,0,98023,47.3076,-122.395,low_level,new_house,house,regular
1310430400,2014-05-13,455000.0,4,2.5,3360,7685,2.0,0,0,3,9,3360.0,0,2001-01-01,0,98058,47.4369,-122.111,low_level,new_house,house,regular
1422300030,2015-04-01,415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510.0,0,1991-01-01,0,98045,47.4616,-121.711,low_level,new_house,house,regular
3830630060,2014-09-29,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730.0,0,1987-01-01,0,98030,47.3507,-122.178,low_level,new_house,house,regular
1873100060,2014-08-29,693000.0,4,2.5,2460,4425,2.0,0,0,3,8,2460.0,0,2006-01-01,0,98052,47.7048,-122.109,high_level,new_house,house,regular
3325069129,2014-12-16,525000.0,3,2.25,2100,40510,2.0,0,0,3,10,1320.0,780,1979-01-01,0,98074,47.6154,-122.047,low_level,new_house,house,regular
8078560140,2014-05-19,290000.0,4,2.5,1700,7280,2.0,0,0,4,7,1700.0,0,1988-01-01,0,98031,47.4045,-122.171,low_level,new_house,house,
4054500390,2014-10-07,1365000.0,4,4.75,5310,57346,2.0,0,0,4,11,5310.0,0,1989-01-01,0,98077,47.7285,-122.042,high_level,new_house,house,
4215100060,2015-03-20,365000.0,3,2.5,2653,4510,2.0,0,0,3,8,2653.0,0,2006-01-01,0,98031,47.4145,-122.166,low_level,new_house,house,regular
1126049053,2014-11-13,770000.0,4,2.75,3820,26300,2.0,0,0,3,9,2850.0,970,2014-01-01,0,98028,47.7618,-122.261,high_level,new_house,house,regular
7424700045,2015-05-13,2050000.0,5,3.0,3830,8480,2.0,0,1,5,9,2630.0,1200,1905-01-01,1994,98122,47.6166,-122.287,high_level,new_house,house,good
7202360350,2014-06-30,780000.0,4,2.5,3500,7048,2.0,0,0,3,9,3500.0,0,2005-01-01,0,98053,47.6811,-122.025,high_level,new_house,house,regular
1509500060,2014-09-05,370000.0,4,2.5,2720,8666,2.0,0,0,3,9,2720.0,0,1992-01-01,0,98030,47.3846,-122.169,low_level,new_house,house,regular
6113400046,2014-07-23,389999.0,4,2.5,1890,15770,2.0,0,0,4,7,1890.0,0,1968-01-01,0,98166,47.4281,-122.343,low_level,new_house,house,
1115450240,2014-10-22,360000.0,4,2.5,2160,9528,2.0,0,0,3,9,2160.0,0,1992-01-01,0,98001,47.3341,-122.255,low_level,new_house,house,regular
6073240060,2014-10-02,580000.0,4,3.0,3280,11060,2.0,0,0,3,8,2270.0,1010,1986-01-01,0,98056,47.5399,-122.181,high_level,new_house,house,regular
9297300045,2014-07-09,550000.0,3,2.0,1970,4166,2.0,0,3,5,8,1270.0,700,1929-01-01,0,98126,47.5717,-122.375,high_level,new_house,house,good
9510920070,2014-07-10,879000.0,4,2.5,3360,22111,2.0,0,0,3,10,3360.0,0,1994-01-01,0,98075,47.5951,-122.017,high_level,new_house,house,regular
8079030390,2015-03-04,446500.0,3,2.5,2650,7286,2.0,0,0,3,8,2650.0,0,1990-01-01,0,98059,47.5084,-122.154,low_level,new_house,house,regular
3260800030,2014-08-11,335000.0,3,2.5,2440,7632,2.0,0,0,3,8,2440.0,0,1998-01-01,0,98003,47.3494,-122.301,low_level,new_house,house,regular
5104530560,2015-04-01,208633.0,3,2.5,2040,3810,2.0,0,0,3,8,2040.0,0,2006-01-01,0,98038,47.3537,-122.0,low_level,new_house,house,regular
8651520400,2014-06-12,610750.0,4,2.25,2180,7297,2.0,0,0,3,8,2180.0,0,1984-01-01,0,98074,47.6459,-122.058,high_level,new_house,house,regular
3204800200,2015-01-08,665000.0,4,2.75,3320,10574,2.0,0,0,5,8,2220.0,1100,1960-01-01,0,98056,47.5376,-122.18,high_level,new_house,house,good
1860600135,2014-05-02,2384000.0,5,2.5,3650,9050,2.0,0,4,5,10,3370.0,280,1921-01-01,0,98119,47.6345,-122.367,high_level,new_house,house,good
325059286,2014-05-13,819900.0,5,2.75,3150,7119,2.0,0,0,3,9,3150.0,0,2013-01-01,0,98052,47.6759,-122.151,high_level,new_house,house,regular
2597650240,2014-10-23,520000.0,3,2.25,2030,16200,2.0,0,0,3,8,2030.0,0,1984-01-01,0,98027,47.5162,-122.057,low_level,new_house,house,regular
3530210260,2014-10-27,274975.0,3,2.5,3030,45004,2.0,0,0,3,9,3030.0,0,1987-01-01,0,98077,47.7721,-122.093,low_level,new_house,house,regular
3179100060,2014-09-16,880000.0,4,3.5,2800,6750,2.0,0,0,3,9,1890.0,910,1951-01-01,2002,98105,47.669,-122.275,high_level,new_house,house,regular
2946001550,2015-04-16,279000.0,6,1.75,2240,11180,2.0,0,0,4,7,2240.0,0,1955-01-01,0,98198,47.42,-122.323,low_level,new_house,house,
191100045,2014-07-03,940000.0,4,2.0,2490,9525,2.0,0,0,5,9,2490.0,0,1968-01-01,0,98040,47.5639,-122.217,high_level,new_house,house,good
5009600070,2014-10-07,260000.0,4,2.5,1960,5238,2.0,0,0,3,7,1960.0,0,2003-01-01,0,98038,47.3483,-122.052,low_level,new_house,house,regular
3126069068,2015-04-24,485000.0,4,1.75,2560,43995,2.0,0,0,4,7,2560.0,0,1962-01-01,0,98052,47.6945,-122.093,low_level,new_house,house,
1115300070,2014-11-06,684000.0,4,3.5,3040,8414,2.0,0,0,3,9,2420.0,620,2010-01-01,0,98059,47.5222,-122.157,high_level,new_house,house,regular
7852110140,2014-07-18,552250.0,4,2.5,2580,5823,2.0,0,0,3,8,2580.0,0,2002-01-01,0,98065,47.5374,-121.875,high_level,new_house,house,regular
2757000030,2014-09-22,855000.0,4,2.75,2270,10460,2.0,0,0,3,9,2270.0,0,1965-01-01,0,98040,47.5603,-122.222,high_level,new_house,house,regular
5416510830,2014-08-06,300000.0,4,2.5,1910,4862,2.0,0,0,3,7,1910.0,0,2005-01-01,0,98038,47.3607,-122.034,low_level,new_house,house,regular
952003285,2014-08-05,679900.0,3,2.5,2440,5750,2.0,0,2,3,9,1980.0,460,2000-01-01,0,98116,47.565,-122.381,high_level,new_house,house,regular
3211290370,2014-06-05,463000.0,3,2.5,1640,29970,2.0,0,0,3,7,1640.0,0,1992-01-01,0,98053,47.6359,-121.974,low_level,new_house,house,regular
1072010350,2014-08-28,380000.0,5,2.5,2760,11340,2.0,0,0,4,9,2760.0,0,1978-01-01,0,98059,47.4769,-122.141,low_level,new_house,house,
8856950070,2014-12-10,329500.0,4,2.5,1820,7912,2.0,0,0,3,7,1820.0,0,1994-01-01,0,98038,47.3845,-122.029,low_level,new_house,house,regular
723099065,2015-01-30,465000.0,3,2.0,1840,40438,2.0,0,0,3,7,1840.0,0,1994-01-01,0,98045,47.4853,-121.709,low_level,new_house,house,regular
6116500075,2015-03-26,673000.0,4,2.5,2990,10400,2.0,0,0,3,9,2990.0,0,2002-01-01,0,98166,47.4508,-122.359,high_level,new_house,house,regular
1118500030,2014-10-01,810000.0,4,2.5,3520,15420,2.0,0,0,3,10,3520.0,0,1991-01-01,0,98074,47.6375,-122.016,high_level,new_house,house,regular
6838700060,2014-12-04,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430.0,0,1993-01-01,0,98056,47.5112,-122.19,low_level,new_house,house,regular
7683900200,2014-12-23,380000.0,5,3.0,3450,9914,2.0,0,0,3,9,3450.0,0,2004-01-01,0,98023,47.2813,-122.345,low_level,new_house,house,regular
8155830060,2014-08-11,297000.0,3,2.25,1450,7562,2.0,0,0,3,7,1450.0,0,1994-01-01,0,98056,47.5038,-122.189,low_level,new_house,house,regular
98020310,2014-05-20,730000.0,4,2.5,3230,7331,2.0,0,0,3,10,3230.0,0,2004-01-01,0,98075,47.5823,-121.97,high_level,new_house,house,regular
2883200160,2015-04-29,595000.0,4,2.0,2020,2849,2.0,0,0,3,7,2020.0,0,1960-01-01,0,98115,47.6831,-122.329,high_level,new_house,house,regular
624111000,2014-08-05,950000.0,3,3.0,4040,14338,2.0,0,0,3,10,3030.0,1010,1986-01-01,0,98077,47.7268,-122.06,high_level,new_house,house,regular
808300310,2015-03-13,389000.0,4,2.25,2130,5337,2.0,0,0,3,7,2130.0,0,2001-01-01,0,98019,47.7237,-121.959,low_level,new_house,house,regular
713500030,2014-07-28,1350000.0,5,3.5,4800,14984,2.0,0,2,3,11,3480.0,1320,1998-01-01,0,98006,47.5543,-122.148,high_level,new_house,house,regular
8651600160,2014-11-11,799000.0,4,2.25,2510,11585,2.0,0,0,4,8,2510.0,0,1969-01-01,0,98040,47.5483,-122.226,high_level,new_house,house,
1223039290,2014-09-05,403950.0,4,2.5,2120,13780,2.0,0,0,3,8,2120.0,0,1993-01-01,0,98146,47.4987,-122.365,low_level,new_house,house,regular
8857320070,2014-09-17,490000.0,3,2.75,1980,3128,2.0,0,0,4,9,1980.0,0,1979-01-01,0,98008,47.6109,-122.114,low_level,new_house,house,
4047200695,2014-06-18,330000.0,3,2.5,1600,26977,2.0,0,0,3,8,1600.0,0,2005-01-01,0,98019,47.7736,-121.901,low_level,new_house,house,regular
1653500070,2014-05-12,927000.0,4,2.75,3300,12090,2.0,0,0,3,8,3300.0,0,1953-01-01,0,98004,47.6294,-122.218,high_level,new_house,house,regular
1923000030,2014-07-28,1118000.0,4,2.5,3840,16619,2.0,0,1,4,10,3840.0,0,1983-01-01,0,98040,47.5634,-122.213,high_level,new_house,house,
9126100861,2015-03-06,557000.0,3,3.5,1710,2096,2.0,0,0,3,8,1290.0,420,2008-01-01,0,98122,47.6055,-122.305,high_level,new_house,house,regular
1151100070,2015-02-24,437000.0,3,2.5,1750,22357,2.0,0,0,3,8,1750.0,0,1994-01-01,0,98045,47.4807,-121.779,low_level,new_house,house,regular
8856950240,2014-06-18,322500.0,4,2.5,1820,6753,2.0,0,0,3,7,1820.0,0,1994-01-01,0,98038,47.3845,-122.032,low_level,new_house,house,regular
9385200055,2014-09-12,650000.0,3,3.25,1510,2000,2.0,0,0,3,9,1330.0,180,2001-01-01,0,98116,47.5815,-122.402,high_level,new_house,house,regular
1565950030,2015-04-27,364950.0,4,2.5,1930,6957,2.0,0,0,3,8,1930.0,0,1995-01-01,0,98055,47.4309,-122.191,low_level,new_house,house,regular
6700400140,2015-03-18,268000.0,3,2.5,1550,8134,2.0,0,0,3,7,1550.0,0,1991-01-01,0,98031,47.404,-122.191,low_level,new_house,house,regular
1774220160,2014-11-04,632925.0,3,2.5,2990,32239,2.0,0,0,4,8,2990.0,0,1978-01-01,0,98077,47.7718,-122.095,high_level,new_house,house,
1525200060,2014-07-23,577500.0,3,2.5,2000,7251,2.0,0,0,3,9,2000.0,0,1995-01-01,0,98034,47.7067,-122.2,high_level,new_house,house,regular
8724300030,2014-12-23,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860.0,0,2012-01-01,0,98019,47.7318,-121.982,low_level,new_house,house,regular
8678500060,2014-07-10,1550000.0,5,4.25,6070,171626,2.0,0,0,3,12,6070.0,0,1999-01-01,0,98024,47.5954,-121.95,high_level,new_house,house,regular
6388900710,2014-12-19,538000.0,3,2.5,2250,11632,2.0,0,0,3,8,2250.0,0,1988-01-01,0,98056,47.5272,-122.169,low_level,new_house,house,regular
1442860160,2015-01-07,380000.0,3,2.5,2280,10255,2.0,0,0,4,8,2280.0,0,1985-01-01,0,98058,47.4334,-122.161,low_level,new_house,house,
305500140,2015-05-12,365000.0,3,2.5,2200,4052,2.0,0,0,3,8,2200.0,0,2005-01-01,0,98058,47.4362,-122.178,low_level,new_house,house,regular
5468750060,2014-10-28,328500.0,4,3.0,2290,8250,2.0,0,0,3,9,2290.0,0,1990-01-01,0,98042,47.3739,-122.156,low_level,new_house,house,regular
2944010240,2014-09-08,988000.0,4,3.0,4040,19700,2.0,0,0,3,11,4040.0,0,1987-01-01,0,98052,47.7205,-122.127,high_level,new_house,house,regular
646910160,2014-09-03,237000.0,3,2.5,1490,2138,2.0,0,0,3,7,1490.0,0,2005-01-01,0,98055,47.4324,-122.197,low_level,new_house,house,regular
8564950390,2014-09-19,525000.0,4,2.5,2450,5280,2.0,0,0,3,8,2450.0,0,2003-01-01,0,98011,47.7734,-122.224,low_level,new_house,house,regular
7504101040,2014-08-21,722500.0,5,2.5,4870,11800,2.0,0,0,3,10,3470.0,1400,1983-01-01,0,98074,47.633,-122.041,high_level,new_house,house,regular
11500890,2015-03-12,843000.0,3,2.5,3130,8750,2.0,0,0,3,10,3130.0,0,1991-01-01,0,98052,47.6954,-122.103,high_level,new_house,house,regular
8159610030,2014-07-22,196000.0,3,2.25,2070,11576,2.0,0,0,3,7,2070.0,0,1974-01-01,0,98001,47.3417,-122.271,low_level,new_house,house,regular
4055700030,2015-05-02,1450000.0,3,4.5,3970,24920,2.0,0,2,3,10,3260.0,710,1977-01-01,1999,98034,47.7183,-122.258,high_level,new_house,house,regular
7702010030,2014-05-20,551000.0,3,2.5,2830,5802,2.0,0,0,3,9,2830.0,0,2001-01-01,0,98028,47.7605,-122.234,high_level,new_house,house,regular
1529200340,2015-01-08,496500.0,3,2.5,2260,3640,2.0,0,0,3,8,2260.0,0,1994-01-01,0,98072,47.7356,-122.157,low_level,new_house,house,regular
2122039094,2014-11-26,705000.0,3,3.0,1970,20978,2.0,1,3,4,9,1770.0,200,1980-01-01,0,98070,47.3844,-122.438,high_level,new_house,house,
6154500070,2014-06-26,1050000.0,4,3.5,3450,7832,2.0,0,0,3,10,3450.0,0,2007-01-01,0,98006,47.5637,-122.123,high_level,new_house,house,regular
1843100340,2015-03-05,348000.0,3,2.25,2570,8491,2.0,0,0,4,8,2570.0,0,1989-01-01,0,98042,47.3759,-122.125,low_level,new_house,house,
8944290160,2014-11-04,230000.0,3,2.0,1510,3413,2.0,0,0,3,7,1510.0,0,1985-01-01,0,98031,47.3912,-122.167,low_level,new_house,house,regular
